Row ID,Table Code,Table Name,Variable Code,Variable,Value,Variable Unit,Date
19000_2013Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1330848,Thousands of dollars,12/31/2013
19000_2014Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1356036,Thousands of dollars,03/31/2014
19000_2014Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1377092,Thousands of dollars,06/30/2014
19000_2014Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1381864,Thousands of dollars,09/30/2014
19000_2014Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1389616,Thousands of dollars,12/31/2014
19000_2015Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1366676,Thousands of dollars,03/31/2015
19000_2015Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1347544,Thousands of dollars,06/30/2015
19000_2015Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1349704,Thousands of dollars,09/30/2015
19000_2015Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1368860,Thousands of dollars,12/31/2015
19000_2016Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1514492,Thousands of dollars,03/31/2016
19000_2016Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1523232,Thousands of dollars,06/30/2016
19000_2016Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1544156,Thousands of dollars,09/30/2016
19000_2016Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1507404,Thousands of dollars,12/31/2016
19000_2017Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1499148,Thousands of dollars,03/31/2017
19000_2017Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1457464,Thousands of dollars,06/30/2017
19000_2017Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1436588,Thousands of dollars,09/30/2017
19000_2017Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1449096,Thousands of dollars,12/31/2017
19000_2018Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1477160,Thousands of dollars,03/31/2018
19000_2018Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1474812,Thousands of dollars,06/30/2018
19000_2018Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1475344,Thousands of dollars,09/30/2018
19000_2018Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1489620,Thousands of dollars,12/31/2018
19000_2019Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1504340,Thousands of dollars,03/31/2019
19000_2019Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1515912,Thousands of dollars,06/30/2019
19000_2019Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1530836,Thousands of dollars,09/30/2019
19000_2019Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1549172,Thousands of dollars,12/31/2019
19000_2020Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1546084,Thousands of dollars,03/31/2020
19000_2020Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1453160,Thousands of dollars,06/30/2020
19000_2020Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1516028,Thousands of dollars,09/30/2020
19000_2020Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1516292,Thousands of dollars,12/31/2020
19000_2021Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1547936,Thousands of dollars,03/31/2021
19000_2021Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1545962,Thousands of dollars,06/30/2021
19000_2021Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1562174,Thousands of dollars,09/30/2021
19000_2021Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1584040,Thousands of dollars,12/31/2021
19000_2022Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1579947,Thousands of dollars,03/31/2022
19000_2022Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1587809,Thousands of dollars,06/30/2022
19000_2022Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1633516,Thousands of dollars,09/30/2022
19000_2022Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1610344,Thousands of dollars,12/31/2022
19000_2023Q1_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1664820,Thousands of dollars,03/31/2023
19000_2023Q2_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1655844,Thousands of dollars,06/30/2023
19000_2023Q3_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1641316,Thousands of dollars,09/30/2023
19000_2023Q4_SQINC5N-1500_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-1500,Private nonfarm earnings: Educational services,1686288,Thousands of dollars,12/31/2023
19000_1998Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",211192,Thousands of dollars,03/31/1998
19000_1998Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",215044,Thousands of dollars,06/30/1998
19000_1998Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",214836,Thousands of dollars,09/30/1998
19000_1998Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",222044,Thousands of dollars,12/31/1998
19000_1999Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",211560,Thousands of dollars,03/31/1999
19000_1999Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",212012,Thousands of dollars,06/30/1999
19000_1999Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",213184,Thousands of dollars,09/30/1999
19000_1999Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",225752,Thousands of dollars,12/31/1999
19000_2000Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",233832,Thousands of dollars,03/31/2000
19000_2000Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",240668,Thousands of dollars,06/30/2000
19000_2000Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",242072,Thousands of dollars,09/30/2000
19000_2000Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",278216,Thousands of dollars,12/31/2000
19000_2001Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",208628,Thousands of dollars,03/31/2001
19000_2001Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",254012,Thousands of dollars,06/30/2001
19000_2001Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",287656,Thousands of dollars,09/30/2001
19000_2001Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",292352,Thousands of dollars,12/31/2001
19000_2002Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",251532,Thousands of dollars,03/31/2002
19000_2002Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",250864,Thousands of dollars,06/30/2002
19000_2002Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",252044,Thousands of dollars,09/30/2002
19000_2002Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",248144,Thousands of dollars,12/31/2002
19000_2003Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",243416,Thousands of dollars,03/31/2003
19000_2003Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",252104,Thousands of dollars,06/30/2003
19000_2003Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",262024,Thousands of dollars,09/30/2003
19000_2003Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",273416,Thousands of dollars,12/31/2003
19000_2004Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",273056,Thousands of dollars,03/31/2004
19000_2004Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",283076,Thousands of dollars,06/30/2004
19000_2004Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",282944,Thousands of dollars,09/30/2004
19000_2004Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",290184,Thousands of dollars,12/31/2004
19000_2005Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",191896,Thousands of dollars,03/31/2005
19000_2005Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",213928,Thousands of dollars,06/30/2005
19000_2005Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",281644,Thousands of dollars,09/30/2005
19000_2005Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",376684,Thousands of dollars,12/31/2005
19000_2006Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",340600,Thousands of dollars,03/31/2006
19000_2006Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",309892,Thousands of dollars,06/30/2006
19000_2006Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",293588,Thousands of dollars,09/30/2006
19000_2006Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",312944,Thousands of dollars,12/31/2006
19000_2007Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",281436,Thousands of dollars,03/31/2007
19000_2007Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",265964,Thousands of dollars,06/30/2007
19000_2007Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",263260,Thousands of dollars,09/30/2007
19000_2007Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",244628,Thousands of dollars,12/31/2007
19000_2008Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",252968,Thousands of dollars,03/31/2008
19000_2008Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",257032,Thousands of dollars,06/30/2008
19000_2008Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",270376,Thousands of dollars,09/30/2008
19000_2008Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",302332,Thousands of dollars,12/31/2008
19000_2009Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",291572,Thousands of dollars,03/31/2009
19000_2009Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",274220,Thousands of dollars,06/30/2009
19000_2009Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",277228,Thousands of dollars,09/30/2009
19000_2009Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",309732,Thousands of dollars,12/31/2009
19000_2010Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",358892,Thousands of dollars,03/31/2010
19000_2010Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",399716,Thousands of dollars,06/30/2010
19000_2010Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",438584,Thousands of dollars,09/30/2010
19000_2010Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",426512,Thousands of dollars,12/31/2010
19000_2011Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",383292,Thousands of dollars,03/31/2011
19000_2011Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",363724,Thousands of dollars,06/30/2011
19000_2011Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",405212,Thousands of dollars,09/30/2011
19000_2011Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",386248,Thousands of dollars,12/31/2011
19000_2012Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",444180,Thousands of dollars,03/31/2012
19000_2012Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",468212,Thousands of dollars,06/30/2012
19000_2012Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",485052,Thousands of dollars,09/30/2012
19000_2012Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",465260,Thousands of dollars,12/31/2012
19000_2013Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",465684,Thousands of dollars,03/31/2013
19000_2013Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",466604,Thousands of dollars,06/30/2013
19000_2013Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",472052,Thousands of dollars,09/30/2013
19000_2013Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",475732,Thousands of dollars,12/31/2013
19000_2014Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",467644,Thousands of dollars,03/31/2014
19000_2014Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",455540,Thousands of dollars,06/30/2014
19000_2014Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",477236,Thousands of dollars,09/30/2014
19000_2014Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",491048,Thousands of dollars,12/31/2014
19000_2015Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",501384,Thousands of dollars,03/31/2015
19000_2015Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",495952,Thousands of dollars,06/30/2015
19000_2015Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",516308,Thousands of dollars,09/30/2015
19000_2015Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",525060,Thousands of dollars,12/31/2015
19000_2016Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",555428,Thousands of dollars,03/31/2016
19000_2016Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",537004,Thousands of dollars,06/30/2016
19000_2016Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",539232,Thousands of dollars,09/30/2016
19000_2016Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",553128,Thousands of dollars,12/31/2016
19000_2017Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",550900,Thousands of dollars,03/31/2017
19000_2017Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",554456,Thousands of dollars,06/30/2017
19000_2017Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",577144,Thousands of dollars,09/30/2017
19000_2017Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",572556,Thousands of dollars,12/31/2017
19000_2018Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",621584,Thousands of dollars,03/31/2018
19000_2018Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",615076,Thousands of dollars,06/30/2018
19000_2018Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",652208,Thousands of dollars,09/30/2018
19000_2018Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",634476,Thousands of dollars,12/31/2018
19000_2019Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",621816,Thousands of dollars,03/31/2019
19000_2019Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",621908,Thousands of dollars,06/30/2019
19000_2019Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",696276,Thousands of dollars,09/30/2019
19000_2019Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",738348,Thousands of dollars,12/31/2019
19000_2020Q1_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",747888,Thousands of dollars,03/31/2020
19000_2020Q2_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",688646,Thousands of dollars,06/30/2020
19000_2020Q3_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",791375,Thousands of dollars,09/30/2020
19000_2020Q4_SQINC5N-100_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-100,"Private nonfarm earnings: Forestry, fishing, and related activities",789611,Thousands of dollars,12/31/2020
